PARGROUP,PRNAM,CAS,DTYPE,PARAM,MUNIT,MATRX,BASIS,METPT,METOA,Note,AphiaID,Species,P01_Code,P01,P01_label,S06_label,S07_label,S27_label,S02_label,S26_label,S25_label,TAXON,S09_label,S10_label,S11_label,S12_label,S13_label,S14_label,S15_label,S06,S07,S27,S02,S26,S25,S09,S10,S11,S12,S13,S14,S15
OC-DD,"TDE (p,p') = DDD (p,p')",72-54-8,CF,TDEPP,-9,LI,W,-9,-9,Fish,126447,Brosme brosme,-9,IC000537,"Concentration of 4,4'-dichlorodiphenyldichloroethane {p,p'-DDD CAS 72-54-8} per unit wet weight of biota {Brosme brosme (ITIS: 164740: WoRMS 126447) [Subcomponent: liver]}",Concentration,not specified,"4,4'-dichlorodiphenyldichloroethane",per unit wet weight of,biota,Brosme brosme (ITIS: 164740: WoRMS 126447) [Subcomponent: liver],Brosme brosme (ITIS: 164740: WoRMS 126447),not specified,not specified,not specified,liver,not specified,not specified,not specified,S0600045,S0700006,CS002244,S055,MAT01963,BE007507,S09133,S104,S1131,S1216,S1319,S1430,S152
OC-DD,"TDE (p,p') = DDD (p,p')",72-54-8,CF,TDEPP,-9,MU,W,-9,-9,Fish,126447,Brosme brosme,-9,IC001522,"Concentration of 4,4'-dichlorodiphenyldichloroethane {p,p'-DDD CAS 72-54-8} per unit wet weight of biota {Brosme brosme (ITIS: 164740: WoRMS 126447) [Subcomponent: muscle tissue]}",Concentration,not specified,"4,4'-dichlorodiphenyldichloroethane",per unit wet weight of,biota,Brosme brosme (ITIS: 164740: WoRMS 126447) [Subcomponent: muscle tissue],Brosme brosme (ITIS: 164740: WoRMS 126447),not specified,not specified,not specified,muscle tissue,not specified,not specified,not specified,S0600045,S0700006,CS002244,S055,MAT01963,BE007508,S09133,S104,S1131,S1218,S1319,S1430,S152
OC-DD,"TDE (p,p') = DDD (p,p')",72-54-8,CF,TDEPP,-9,EG,L,-9,-9,Bird,137130,Cepphus grylle,-9,,,Lipid-normalised concentration,not specified,"4,4'-dichlorodiphenyldichloroethane",in,biota,,Cepphus grylle (ITIS: 176985: WoRMS 137130),not specified,not specified,eggs,not specified,not specified,not specified,not specified,S0600044,S0700006,CS002244,S026,MAT01963,,S09133,S104,S1122,S1219,S1319,S1430,S152
OC-DD,"TDE (p,p') = DDD (p,p')",72-54-8,CF,TDEPP,-9,EH,L,-9,-9,Bird,137130,Cepphus grylle,-9,,,Lipid-normalised concentration,not specified,"4,4'-dichlorodiphenyldichloroethane",in,biota,,Cepphus grylle (ITIS: 176985: WoRMS 137130),not specified,not specified,eggs,egg yolk and albumen homogenate,not specified,not specified,not specified,S0600044,S0700006,CS002244,S026,MAT01963,,S09133,S104,S1122,S1255,S1319,S1430,S152
OC-DD,"TDE (p,p') = DDD (p,p')",72-54-8,CF,TDEPP,-9,EH,W,-9,-9,Bird,137130,Cepphus grylle,-9,,,Concentration,not specified,"4,4'-dichlorodiphenyldichloroethane",per unit wet weight of,biota,,Cepphus grylle (ITIS: 176985: WoRMS 137130),not specified,not specified,eggs,egg yolk and albumen homogenate,not specified,not specified,not specified,S0600045,S0700006,CS002244,S055,MAT01963,,S09133,S104,S1122,S1255,S1319,S1430,S152
OC-DD,"TDE (p,p') = DDD (p,p')",72-54-8,CF,TDEPP,-9,LI,W,-9,-9,Bird,137130,Cepphus grylle,-9,IC002366,"Concentration of 4,4'-dichlorodiphenyldichloroethane {p,p'-DDD CAS 72-54-8} per unit wet weight of biota {Cepphus grylle (ITIS: 176985: WoRMS 137130) [Subcomponent: liver]}",Concentration,not specified,"4,4'-dichlorodiphenyldichloroethane",per unit wet weight of,biota,Cepphus grylle (ITIS: 176985: WoRMS 137130) [Subcomponent: liver],Cepphus grylle (ITIS: 176985: WoRMS 137130),not specified,not specified,not specified,liver,not specified,not specified,not specified,S0600045,S0700006,CS002244,S055,MAT01963,BE008505,S09133,S104,S1131,S1216,S1319,S1430,S152
OC-DD,"TDE (p,p') = DDD (p,p')",72-54-8,CF,TDEPP,-9,LI,W,-9,-9,Fish,105824,Chimaera monstrosa,-9,IC000538,"Concentration of 4,4'-dichlorodiphenyldichloroethane {p,p'-DDD CAS 72-54-8} per unit wet weight of biota {Chimaera monstrosa (ITIS: 161022: WoRMS 105824) [Subcomponent: liver]}",Concentration,not specified,"4,4'-dichlorodiphenyldichloroethane",per unit wet weight of,biota,Chimaera monstrosa (ITIS: 161022: WoRMS 105824) [Subcomponent: liver],Chimaera monstrosa (ITIS: 161022: WoRMS 105824),not specified,not specified,not specified,liver,not specified,not specified,not specified,S0600045,S0700006,CS002244,S055,MAT01963,BE007509,S09133,S104,S1131,S1216,S1319,S1430,S152
OC-DD,"TDE (p,p') = DDD (p,p')",72-54-8,CF,TDEPP,-9,MU,W,-9,-9,Fish,105824,Chimaera monstrosa,-9,IC001523,"Concentration of 4,4'-dichlorodiphenyldichloroethane {p,p'-DDD CAS 72-54-8} per unit wet weight of biota {Chimaera monstrosa (ITIS: 161022: WoRMS 105824) [Subcomponent: muscle tissue]}",Concentration,not specified,"4,4'-dichlorodiphenyldichloroethane",per unit wet weight of,biota,Chimaera monstrosa (ITIS: 161022: WoRMS 105824) [Subcomponent: muscle tissue],Chimaera monstrosa (ITIS: 161022: WoRMS 105824),not specified,not specified,not specified,muscle tissue,not specified,not specified,not specified,S0600045,S0700006,CS002244,S055,MAT01963,BE007510,S09133,S104,S1131,S1218,S1319,S1430,S152
OC-DD,"TDE (p,p') = DDD (p,p')",72-54-8,CF,TDEPP,-9,LI,W,-9,-9,Fish,126417,Clupea harengus,-9,PDAWCF33,"Concentration of 4,4'-dichlorodiphenyldichloroethane {p,p'-DDD CAS 72-54-8} per unit wet weight of biota {Clupea harengus (ITIS: 161722: WoRMS 126417) [Subcomponent: liver]}",Concentration,not specified,"4,4'-dichlorodiphenyldichloroethane",per unit wet weight of,biota,Clupea harengus (ITIS: 161722: WoRMS 126417) [Subcomponent: liver],Clupea harengus (ITIS: 161722: WoRMS 126417),not specified,not specified,not specified,liver,not specified,not specified,not specified,S0600045,S0700006,CS002244,S055,MAT01963,BE006619,S09133,S104,S1131,S1216,S1319,S1430,S152
OC-DD,"TDE (p,p') = DDD (p,p')",72-54-8,CF,TDEPP,-9,MU,D,-9,-9,Fish,126417,Clupea harengus,-9,PDADCF34,"Concentration of 4,4'-dichlorodiphenyldichloroethane {p,p'-DDD CAS 72-54-8} per unit dry weight of biota {Clupea harengus (ITIS: 161722: WoRMS 126417) [Subcomponent: muscle tissue]}",Concentration,not specified,"4,4'-dichlorodiphenyldichloroethane",per unit dry weight of,biota,Clupea harengus (ITIS: 161722: WoRMS 126417) [Subcomponent: muscle tissue],Clupea harengus (ITIS: 161722: WoRMS 126417),not specified,not specified,not specified,muscle tissue,not specified,not specified,not specified,S0600045,S0700006,CS002244,S041,MAT01963,BE006620,S09133,S104,S1131,S1218,S1319,S1430,S152
OC-DD,"TDE (p,p') = DDD (p,p')",72-54-8,CF,TDEPP,-9,MU,L,-9,-9,Fish,126417,Clupea harengus,-9,KATI0132,"Lipid-normalised concentration of 4,4'-dichlorodiphenyldichloroethane {p,p'-DDD CAS 72-54-8} in biota {Clupea harengus (ITIS: 161722: WoRMS 126417) [Subcomponent: muscle tissue]}",Lipid-normalised concentration,not specified,"4,4'-dichlorodiphenyldichloroethane",in,biota,Clupea harengus (ITIS: 161722: WoRMS 126417) [Subcomponent: muscle tissue],Clupea harengus (ITIS: 161722: WoRMS 126417),not specified,not specified,not specified,muscle tissue,not specified,not specified,not specified,S0600044,S0700006,CS002244,S026,MAT01963,BE006620,S09133,S104,S1131,S1218,S1319,S1430,S152
OC-DD,"TDE (p,p') = DDD (p,p')",72-54-8,CF,TDEPP,-9,TM,L,-9,-9,Crustacean,107552,Crangon crangon,-9,MUM13143,"Lipid-normalised concentration of 4,4'-dichlorodiphenyldichloroethane {p,p'-DDD CAS 72-54-8} in biota {Crangon crangon (ITIS: 97118: WoRMS 107552) [Subcomponent: muscle tissue]}",Lipid-normalised concentration,not specified,"4,4'-dichlorodiphenyldichloroethane",in,biota,Crangon crangon (ITIS: 97118: WoRMS 107552) [Subcomponent: muscle tissue],Crangon crangon (ITIS: 97118: WoRMS 107552),not specified,not specified,not specified,muscle tissue,not specified,not specified,not specified,S0600044,S0700006,CS002244,S026,MAT01963,BE007110,S09133,S104,S1131,S1218,S1319,S1430,S152
OC-DD,"TDE (p,p') = DDD (p,p')",72-54-8,CF,TDEPP,-9,SB,D,-9,-9,Mollusca,140656,Crassostrea gigas,-9,PDADCF01,"Concentration of 4,4'-dichlorodiphenyldichloroethane {p,p'-DDD CAS 72-54-8} per unit dry weight of biota {Crassostrea gigas (ITIS: 79868: WoRMS 140656) [Subcomponent: flesh]}",Concentration,not specified,"4,4'-dichlorodiphenyldichloroethane",per unit dry weight of,biota,Crassostrea gigas (ITIS: 79868: WoRMS 140656) [Subcomponent: flesh],Crassostrea gigas (ITIS: 79868: WoRMS 140656),not specified,not specified,not specified,flesh,not specified,not specified,not specified,S0600045,S0700006,CS002244,S041,MAT01963,BE006624,S09133,S104,S1131,S1214,S1319,S1430,S152
OC-DD,"TDE (p,p') = DDD (p,p')",72-54-8,CF,TDEPP,-9,BB,W,-9,-9,Cetacean,137115,Delphinapterus leucas,-9,IC003026,"Concentration of 4,4'-dichlorodiphenyldichloroethane {p,p'-DDD CAS 72-54-8} per unit wet weight of biota {Delphinapterus leucas (ITIS: 180483: WoRMS 137115) [Subcomponent: blubber]}",Concentration,not specified,"4,4'-dichlorodiphenyldichloroethane",per unit wet weight of,biota,Delphinapterus leucas (ITIS: 180483: WoRMS 137115) [Subcomponent: blubber],Delphinapterus leucas (ITIS: 180483: WoRMS 137115),not specified,not specified,not specified,blubber,not specified,not specified,not specified,S0600045,S0700006,CS002244,S055,MAT01963,BE008526,S09133,S104,S1131,S1229,S1319,S1430,S152
OC-DD,"TDE (p,p') = DDD (p,p')",72-54-8,CF,TDEPP,-9,EP,W,-9,-9,Cetacean,137115,Delphinapterus leucas,-9,IC002668,"Concentration of 4,4'-dichlorodiphenyldichloroethane {p,p'-DDD CAS 72-54-8} per unit wet weight of biota {Delphinapterus leucas (ITIS: 180483: WoRMS 137115) [Subcomponent: skin]}",Concentration,not specified,"4,4'-dichlorodiphenyldichloroethane",per unit wet weight of,biota,Delphinapterus leucas (ITIS: 180483: WoRMS 137115) [Subcomponent: skin],Delphinapterus leucas (ITIS: 180483: WoRMS 137115),not specified,not specified,not specified,skin,not specified,not specified,not specified,S0600045,S0700006,CS002244,S055,MAT01963,BE008527,S09133,S104,S1131,S1235,S1319,S1430,S152
OC-DD,"TDE (p,p') = DDD (p,p')",72-54-8,CF,TDEPP,-9,KI,W,-9,-9,Cetacean,137115,Delphinapterus leucas,-9,IC002669,"Concentration of 4,4'-dichlorodiphenyldichloroethane {p,p'-DDD CAS 72-54-8} per unit wet weight of biota {Delphinapterus leucas (ITIS: 180483: WoRMS 137115) [Subcomponent: kidney]}",Concentration,not specified,"4,4'-dichlorodiphenyldichloroethane",per unit wet weight of,biota,Delphinapterus leucas (ITIS: 180483: WoRMS 137115) [Subcomponent: kidney],Delphinapterus leucas (ITIS: 180483: WoRMS 137115),not specified,not specified,not specified,kidney,not specified,not specified,not specified,S0600045,S0700006,CS002244,S055,MAT01963,BE008501,S09133,S104,S1131,S1248,S1319,S1430,S152
OC-DD,"TDE (p,p') = DDD (p,p')",72-54-8,CF,TDEPP,-9,LI,W,-9,-9,Cetacean,137115,Delphinapterus leucas,-9,IC002577,"Concentration of 4,4'-dichlorodiphenyldichloroethane {p,p'-DDD CAS 72-54-8} per unit wet weight of biota {Delphinapterus leucas (ITIS: 180483: WoRMS 137115) [Subcomponent: liver]}",Concentration,not specified,"4,4'-dichlorodiphenyldichloroethane",per unit wet weight of,biota,Delphinapterus leucas (ITIS: 180483: WoRMS 137115) [Subcomponent: liver],Delphinapterus leucas (ITIS: 180483: WoRMS 137115),not specified,not specified,not specified,liver,not specified,not specified,not specified,S0600045,S0700006,CS002244,S055,MAT01963,BE008520,S09133,S104,S1131,S1216,S1319,S1430,S152
OC-DD,"TDE (p,p') = DDD (p,p')",72-54-8,CF,TDEPP,-9,MU,W,-9,-9,Cetacean,137115,Delphinapterus leucas,-9,IC002670,"Concentration of 4,4'-dichlorodiphenyldichloroethane {p,p'-DDD CAS 72-54-8} per unit wet weight of biota {Delphinapterus leucas (ITIS: 180483: WoRMS 137115) [Subcomponent: muscle tissue]}",Concentration,not specified,"4,4'-dichlorodiphenyldichloroethane",per unit wet weight of,biota,Delphinapterus leucas (ITIS: 180483: WoRMS 137115) [Subcomponent: muscle tissue],Delphinapterus leucas (ITIS: 180483: WoRMS 137115),not specified,not specified,not specified,muscle tissue,not specified,not specified,not specified,S0600045,S0700006,CS002244,S055,MAT01963,BE008511,S09133,S104,S1131,S1218,S1319,S1430,S152
OC-DD,"TDE (p,p') = DDD (p,p')",72-54-8,CF,TDEPP,-9,SB,D,-9,-9,Mollusca,181566,Dreissena polymorpha,-9,IC001524,"Concentration of 4,4'-dichlorodiphenyldichloroethane {p,p'-DDD CAS 72-54-8} per unit dry weight of biota {Dreissena polymorpha (ITIS: 81339: WoRMS 181566) [Subcomponent: flesh]}",Concentration,not specified,"4,4'-dichlorodiphenyldichloroethane",per unit dry weight of,biota,Dreissena polymorpha (ITIS: 81339: WoRMS 181566) [Subcomponent: flesh],Dreissena polymorpha (ITIS: 81339: WoRMS 181566),not specified,not specified,not specified,flesh,not specified,not specified,not specified,S0600045,S0700006,CS002244,S041,MAT01963,BE006782,S09133,S104,S1131,S1214,S1319,S1430,S152
OC-DD,"TDE (p,p') = DDD (p,p')",72-54-8,CF,TDEPP,-9,FA,W,-9,-9,Bird,137195,Fulmarus glacialis,-9,IC002918,"Concentration of 4,4'-dichlorodiphenyldichloroethane {p,p'-DDD CAS 72-54-8} per unit wet weight of biota {Fulmarus glacialis (ITIS: 174536: WoRMS 137195) [Subcomponent: body fat]}",Concentration,not specified,"4,4'-dichlorodiphenyldichloroethane",per unit wet weight of,biota,Fulmarus glacialis (ITIS: 174536: WoRMS 137195) [Subcomponent: body fat],Fulmarus glacialis (ITIS: 174536: WoRMS 137195),not specified,not specified,not specified,body fat,not specified,not specified,not specified,S0600045,S0700006,CS002244,S055,MAT01963,BE008601,S09133,S104,S1131,S1256,S1319,S1430,S152
OC-DD,"TDE (p,p') = DDD (p,p')",72-54-8,CF,TDEPP,-9,LI,L,-9,-9,Fish,126436,Gadus morhua,-9,PDDLCF30,"Lipid-normalised concentration of 4,4'-dichlorodiphenyldichloroethane {p,p'-DDD CAS 72-54-8} in biota {Gadus morhua (ITIS: 164712: WoRMS 126436) [Subcomponent: liver]}",Lipid-normalised concentration,not specified,"4,4'-dichlorodiphenyldichloroethane",in,biota,Gadus morhua (ITIS: 164712: WoRMS 126436) [Subcomponent: liver],Gadus morhua (ITIS: 164712: WoRMS 126436),not specified,not specified,not specified,liver,not specified,not specified,not specified,S0600044,S0700006,CS002244,S026,MAT01963,BE006604,S09133,S104,S1131,S1216,S1319,S1430,S152
OC-DD,"TDE (p,p') = DDD (p,p')",72-54-8,CF,TDEPP,-9,LI,L,-9,-9,Fish,126436,Gadus morhua,-9,,,Lipid-normalised concentration,not specified,"4,4'-dichlorodiphenyldichloroethane",in,biota,Gadus morhua (ITIS: 164712: WoRMS 126436) [Stage: immature Subcomponent: liver],Gadus morhua (ITIS: 164712: WoRMS 126436),not specified,not specified,not specified,liver,not specified,not specified,not specified,S0600044,S0700006,CS002244,S026,MAT01963,BE008481,S09133,S104,S1131,S1216,S1319,S1430,S152
OC-DD,"TDE (p,p') = DDD (p,p')",72-54-8,CF,TDEPP,-9,LI,W,-9,-9,Fish,126436,Gadus morhua,-9,PDAWCF30,"Concentration of 4,4'-dichlorodiphenyldichloroethane {p,p'-DDD CAS 72-54-8} per unit wet weight of biota {Gadus morhua (ITIS: 164712: WoRMS 126436) [Subcomponent: liver]}",Concentration,not specified,"4,4'-dichlorodiphenyldichloroethane",per unit wet weight of,biota,Gadus morhua (ITIS: 164712: WoRMS 126436) [Subcomponent: liver],Gadus morhua (ITIS: 164712: WoRMS 126436),not specified,not specified,not specified,liver,not specified,not specified,not specified,S0600045,S0700006,CS002244,S055,MAT01963,BE006604,S09133,S104,S1131,S1216,S1319,S1430,S152
OC-DD,"TDE (p,p') = DDD (p,p')",72-54-8,CF,TDEPP,-9,LI,W,-9,-9,Fish,126436,Gadus morhua,-9,,,Concentration,not specified,"4,4'-dichlorodiphenyldichloroethane",per unit wet weight of,biota,Gadus morhua (ITIS: 164712: WoRMS 126436) [Stage: immature Subcomponent: liver],Gadus morhua (ITIS: 164712: WoRMS 126436),not specified,not specified,not specified,liver,not specified,not specified,not specified,S0600045,S0700006,CS002244,S055,MAT01963,BE008481,S09133,S104,S1131,S1216,S1319,S1430,S152
OC-DD,"TDE (p,p') = DDD (p,p')",72-54-8,CF,TDEPP,-9,MU,L,-9,-9,Fish,126436,Gadus morhua,-9,PDDLCF31,"Lipid-normalised concentration of 4,4'-dichlorodiphenyldichloroethane {p,p'-DDD CAS 72-54-8} in biota {Gadus morhua (ITIS: 164712: WoRMS 126436) [Subcomponent: muscle tissue]}",Lipid-normalised concentration,not specified,"4,4'-dichlorodiphenyldichloroethane",in,biota,Gadus morhua (ITIS: 164712: WoRMS 126436) [Subcomponent: muscle tissue],Gadus morhua (ITIS: 164712: WoRMS 126436),not specified,not specified,not specified,muscle tissue,not specified,not specified,not specified,S0600044,S0700006,CS002244,S026,MAT01963,BE006605,S09133,S104,S1131,S1218,S1319,S1430,S152
OC-DD,"TDE (p,p') = DDD (p,p')",72-54-8,CF,TDEPP,-9,MU,L,-9,-9,Fish,126436,Gadus morhua,-9,,,Lipid-normalised concentration,not specified,"4,4'-dichlorodiphenyldichloroethane",in,biota,Gadus morhua (ITIS: 164712: WoRMS 126436) [Stage: immature Subcomponent: muscle tissue],Gadus morhua (ITIS: 164712: WoRMS 126436),not specified,not specified,not specified,muscle tissue,not specified,not specified,not specified,S0600044,S0700006,CS002244,S026,MAT01963,BE008482,S09133,S104,S1131,S1218,S1319,S1430,S152
OC-DD,"TDE (p,p') = DDD (p,p')",72-54-8,CF,TDEPP,-9,RO,W,-9,-9,Fish,126436,Gadus morhua,-9,,,Concentration,not specified,"4,4'-dichlorodiphenyldichloroethane",per unit wet weight of,biota,,Gadus morhua (ITIS: 164712: WoRMS 126436),not specified,not specified,eggs,not specified,not specified,not specified,not specified,S0600045,S0700006,CS002244,S055,MAT01963,,S09133,S104,S1122,S1219,S1319,S1430,S152
OC-DD,"TDE (p,p') = DDD (p,p')",72-54-8,CF,TDEPP,-9,LI,W,-9,-9,Fish,158926,Gadus ogac,-9,IC001049,"Concentration of 4,4'-dichlorodiphenyldichloroethane {p,p'-DDD CAS 72-54-8} per unit wet weight of biota {Gadus ogac (ITIS: 164717: WoRMS 158926) [Subcomponent: liver]}",Concentration,not specified,"4,4'-dichlorodiphenyldichloroethane",per unit wet weight of,biota,Gadus ogac (ITIS: 164717: WoRMS 158926) [Subcomponent: liver],Gadus ogac (ITIS: 164717: WoRMS 158926),not specified,not specified,not specified,liver,not specified,not specified,not specified,S0600045,S0700006,CS002244,S055,MAT01963,BE007519,S09133,S104,S1131,S1216,S1319,S1430,S152
OC-DD,"TDE (p,p') = DDD (p,p')",72-54-8,CF,TDEPP,-9,BB,L,-9,-9,Cetacean,137097,Globicephala melas,-9,IC003142,"Lipid-normalised concentration of 4,4'-dichlorodiphenyldichloroethane {p,p'-DDD CAS 72-54-8} in biota {Globicephala melas (ITIS: 552461: WoRMS 137097) [Subcomponent: blubber]}",Lipid-normalised concentration,not specified,"4,4'-dichlorodiphenyldichloroethane",in,biota,Globicephala melas (ITIS: 552461: WoRMS 137097) [Subcomponent: blubber],Globicephala melas (ITIS: 552461: WoRMS 137097),not specified,not specified,not specified,blubber,not specified,not specified,not specified,S0600044,S0700006,CS002244,S026,MAT01963,BE008553,S09133,S104,S1131,S1229,S1319,S1430,S152
OC-DD,"TDE (p,p') = DDD (p,p')",72-54-8,CF,TDEPP,-9,LI,W,-9,-9,Fish,127136,Glyptocephalus cynoglossus,-9,IC000755,"Concentration of 4,4'-dichlorodiphenyldichloroethane {p,p'-DDD CAS 72-54-8} per unit wet weight of biota {Glyptocephalus cynoglossus (ITIS: 172873: WoRMS 127136) [Subcomponent: liver]}",Concentration,not specified,"4,4'-dichlorodiphenyldichloroethane",per unit wet weight of,biota,Glyptocephalus cynoglossus (ITIS: 172873: WoRMS 127136) [Subcomponent: liver],Glyptocephalus cynoglossus (ITIS: 172873: WoRMS 127136),not specified,not specified,not specified,liver,not specified,not specified,not specified,S0600045,S0700006,CS002244,S055,MAT01963,BE007521,S09133,S104,S1131,S1216,S1319,S1430,S152
OC-DD,"TDE (p,p') = DDD (p,p')",72-54-8,CF,TDEPP,-9,MU,W,-9,-9,Fish,127136,Glyptocephalus cynoglossus,-9,IC000756,"Concentration of 4,4'-dichlorodiphenyldichloroethane {p,p'-DDD CAS 72-54-8} per unit wet weight of biota {Glyptocephalus cynoglossus (ITIS: 172873: WoRMS 127136) [Subcomponent: muscle tissue]}",Concentration,not specified,"4,4'-dichlorodiphenyldichloroethane",per unit wet weight of,biota,Glyptocephalus cynoglossus (ITIS: 172873: WoRMS 127136) [Subcomponent: muscle tissue],Glyptocephalus cynoglossus (ITIS: 172873: WoRMS 127136),not specified,not specified,not specified,muscle tissue,not specified,not specified,not specified,S0600045,S0700006,CS002244,S055,MAT01963,BE007522,S09133,S104,S1131,S1218,S1319,S1430,S152
OC-DD,"TDE (p,p') = DDD (p,p')",72-54-8,CF,TDEPP,-9,EG,L,-9,-9,Bird,147436,Haematopus ostralegus,-9,,,Lipid-normalised concentration,not specified,"4,4'-dichlorodiphenyldichloroethane",in,biota,,Haematopus ostralegus (ITIS: 176469: WoRMS 147436),not specified,not specified,eggs,not specified,not specified,not specified,not specified,S0600044,S0700006,CS002244,S026,MAT01963,,S09133,S104,S1122,S1219,S1319,S1430,S152
OC-DD,"TDE (p,p') = DDD (p,p')",72-54-8,CF,TDEPP,-9,BB,W,-9,-9,Seal,137080,Halichoerus grypus,-9,IC003143,"Concentration of 4,4'-dichlorodiphenyldichloroethane {p,p'-DDD CAS 72-54-8} per unit wet weight of biota {Halichoerus grypus (ITIS: 180653: WoRMS 137080) [Subcomponent: blubber]}",Concentration,not specified,"4,4'-dichlorodiphenyldichloroethane",per unit wet weight of,biota,Halichoerus grypus (ITIS: 180653: WoRMS 137080) [Subcomponent: blubber],Halichoerus grypus (ITIS: 180653: WoRMS 137080),not specified,not specified,not specified,blubber,not specified,not specified,not specified,S0600045,S0700006,CS002244,S055,MAT01963,BE008608,S09133,S104,S1131,S1229,S1319,S1430,S152
OC-DD,"TDE (p,p') = DDD (p,p')",72-54-8,CF,TDEPP,-9,BL,W,-9,-9,Seal,137080,Halichoerus grypus,-9,IC002919,"Concentration of 4,4'-dichlorodiphenyldichloroethane {p,p'-DDD CAS 72-54-8} per unit wet weight of biota {Halichoerus grypus (ITIS: 180653: WoRMS 137080) [Subcomponent: blood]}",Concentration,not specified,"4,4'-dichlorodiphenyldichloroethane",per unit wet weight of,biota,Halichoerus grypus (ITIS: 180653: WoRMS 137080) [Subcomponent: blood],Halichoerus grypus (ITIS: 180653: WoRMS 137080),not specified,not specified,not specified,blood,not specified,not specified,not specified,S0600045,S0700006,CS002244,S055,MAT01963,BE008600,S09133,S104,S1131,S1230,S1319,S1430,S152
OC-DD,"TDE (p,p') = DDD (p,p')",72-54-8,CF,TDEPP,-9,LI,W,-9,-9,Fish,127137,Hippoglossoides platessoides,-9,IC001783,"Concentration of 4,4'-dichlorodiphenyldichloroethane {p,p'-DDD CAS 72-54-8} per unit wet weight of biota {Hippoglossoides platessoides (ITIS: 172877: WoRMS 127137) [Subcomponent: liver]}",Concentration,not specified,"4,4'-dichlorodiphenyldichloroethane",per unit wet weight of,biota,Hippoglossoides platessoides (ITIS: 172877: WoRMS 127137) [Subcomponent: liver],Hippoglossoides platessoides (ITIS: 172877: WoRMS 127137),not specified,not specified,not specified,liver,not specified,not specified,not specified,S0600045,S0700006,CS002244,S055,MAT01963,BE007524,S09133,S104,S1131,S1216,S1319,S1430,S152
OC-DD,"TDE (p,p') = DDD (p,p')",72-54-8,CF,TDEPP,-9,EH,W,-9,-9,Bird,137043,Larus,-9,,,Concentration,not specified,"4,4'-dichlorodiphenyldichloroethane",per unit wet weight of,biota,,Larus (ITIS: 176803: WoRMS 137043),not specified,not specified,eggs,egg yolk and albumen homogenate,not specified,not specified,not specified,S0600045,S0700006,CS002244,S055,MAT01963,,S09133,S104,S1122,S1255,S1319,S1430,S152
OC-DD,"TDE (p,p') = DDD (p,p')",72-54-8,CF,TDEPP,-9,EH,W,-9,-9,Bird,137138,Larus argentatus,-9,,,Concentration,not specified,"4,4'-dichlorodiphenyldichloroethane",per unit wet weight of,biota,,Larus argentatus (ITIS: 176824: WoRMS 137138),not specified,not specified,eggs,egg yolk and albumen homogenate,not specified,not specified,not specified,S0600045,S0700006,CS002244,S055,MAT01963,,S09133,S104,S1122,S1255,S1319,S1430,S152
OC-DD,"TDE (p,p') = DDD (p,p')",72-54-8,CF,TDEPP,-9,LI,W,-9,-9,Bird,137144,Larus glaucoides,-9,IC003144,"Concentration of 4,4'-dichlorodiphenyldichloroethane {p,p'-DDD CAS 72-54-8} per unit wet weight of biota {Larus glaucoides (ITIS: 176811: WoRMS 137144) [Subcomponent: liver]}",Concentration,not specified,"4,4'-dichlorodiphenyldichloroethane",per unit wet weight of,biota,Larus glaucoides (ITIS: 176811: WoRMS 137144) [Subcomponent: liver],Larus glaucoides (ITIS: 176811: WoRMS 137144),not specified,not specified,not specified,liver,not specified,not specified,not specified,S0600045,S0700006,CS002244,S055,MAT01963,BE008544,S09133,S104,S1131,S1216,S1319,S1430,S152
OC-DD,"TDE (p,p') = DDD (p,p')",72-54-8,CF,TDEPP,-9,FA,W,-9,-9,Bird,137145,Larus hyperboreus,-9,IC002367,"Concentration of 4,4'-dichlorodiphenyldichloroethane {p,p'-DDD CAS 72-54-8} per unit wet weight of biota {Larus hyperboreus (ITIS: 176808: WoRMS 137145) [Subcomponent: body fat]}",Concentration,not specified,"4,4'-dichlorodiphenyldichloroethane",per unit wet weight of,biota,Larus hyperboreus (ITIS: 176808: WoRMS 137145) [Subcomponent: body fat],Larus hyperboreus (ITIS: 176808: WoRMS 137145),not specified,not specified,not specified,body fat,not specified,not specified,not specified,S0600045,S0700006,CS002244,S055,MAT01963,BE008590,S09133,S104,S1131,S1256,S1319,S1430,S152
OC-DD,"TDE (p,p') = DDD (p,p')",72-54-8,CF,TDEPP,-9,LI,W,-9,-9,Bird,137145,Larus hyperboreus,-9,IC002797,"Concentration of 4,4'-dichlorodiphenyldichloroethane {p,p'-DDD CAS 72-54-8} per unit wet weight of biota {Larus hyperboreus (ITIS: 176808: WoRMS 137145) [Subcomponent: liver]}",Concentration,not specified,"4,4'-dichlorodiphenyldichloroethane",per unit wet weight of,biota,Larus hyperboreus (ITIS: 176808: WoRMS 137145) [Subcomponent: liver],Larus hyperboreus (ITIS: 176808: WoRMS 137145),not specified,not specified,not specified,liver,not specified,not specified,not specified,S0600045,S0700006,CS002244,S055,MAT01963,BE008576,S09133,S104,S1131,S1216,S1319,S1430,S152
